2022-11-24 14:50:17	GetDLPosition 호출 함
2022-11-24 14:50:17	GetDLSize 호출 함
2022-11-24 14:50:17	로컬 Connect 함
2022-11-24 14:50:40	로컬 Disconnect 함
2022-11-24 14:50:45	GetDLPosition 호출 함
2022-11-24 14:50:45	GetDLSize 호출 함
2022-11-24 14:50:45	로컬 Connect 함
2022-11-24 14:51:19	로컬 Disconnect 함
2022-11-24 14:51:35	GetDLPosition 호출 함
2022-11-24 14:51:35	GetDLSize 호출 함
2022-11-24 14:51:35	로컬 Connect 함
2022-11-24 14:52:07	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2022-11-24 14:52:07	쓰기의 프로그램&파라미터 쓰기 함
2022-11-24 14:52:07	쓰기의 기본 또는 링크 파라미터 함
2022-11-24 14:52:07	모니터 시작
2022-11-24 14:52:07	런중수정 중 PLC CheckSum 비교함
2022-11-24 14:52:07	런 PLC 운전 모드 변경
2022-11-24 16:00:45	리셋 또는 응답없음으로 비정상 접속 끊기 함
2022-11-24 16:00:45	모니터 끝
2022-11-24 16:03:51	GetDLPosition 호출 함
2022-11-24 16:03:51	GetDLSize 호출 함
2022-11-24 16:03:51	로컬 Connect 함
2022-11-24 16:03:52	스톱 PLC 운전 모드 변경
2022-11-24 16:04:07	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2022-11-24 16:04:07	쓰기의 프로그램&파라미터 쓰기 함
2022-11-24 16:04:07	쓰기의 기본 또는 링크 파라미터 함
2022-11-24 16:04:07	모니터 시작
2022-11-24 16:04:07	런중수정 중 PLC CheckSum 비교함
2022-11-24 16:04:08	런 PLC 운전 모드 변경
2022-11-24 16:11:10	모니터 끝
2022-11-24 16:11:12	런중수정 중 PLC CheckSum 비교함
2022-11-24 16:11:14	런중수정 중 PLC 버젼 검사 함
2022-11-24 16:11:15	런중수정 중 PLC CheckSum 비교함
2022-11-24 16:36:34	GetDLPosition 호출 함
2022-11-24 16:36:34	GetDLSize 호출 함
2022-11-24 16:36:34	로컬 Connect 함
2022-11-24 16:36:40	모니터 시작
2022-11-24 16:36:40	런중수정 중 PLC CheckSum 비교함
2022-11-24 16:38:46	GetDLPosition 호출 함
2022-11-24 16:38:46	GetDLSize 호출 함
2022-11-24 16:38:46	로컬 Connect 함
2022-11-24 16:39:12	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2022-11-24 16:39:12	쓰기의 프로그램&파라미터 쓰기 함
2022-11-24 16:39:12	쓰기의 기본 또는 링크 파라미터 함
2022-11-24 16:39:12	모니터 시작
2022-11-24 16:39:12	런중수정 중 PLC CheckSum 비교함
2022-11-24 16:39:12	런 PLC 운전 모드 변경
2022-11-24 16:39:23	모니터 끝
2022-11-24 16:39:24	런중수정 중 PLC CheckSum 비교함
2022-11-24 16:39:26	로컬 Disconnect 함
2022-11-24 16:39:37	GetDLPosition 호출 함
2022-11-24 16:39:37	GetDLSize 호출 함
2022-11-24 16:39:37	로컬 Connect 함
2022-11-24 16:39:49	스톱 PLC 운전 모드 변경
2022-11-24 16:40:03	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2022-11-24 16:40:03	쓰기의 프로그램&파라미터 쓰기 함
2022-11-24 16:40:03	쓰기의 기본 또는 링크 파라미터 함
2022-11-24 16:40:03	모니터 시작
2022-11-24 16:40:03	런중수정 중 PLC CheckSum 비교함
2022-11-24 16:40:03	런 PLC 운전 모드 변경
2022-11-24 17:14:46	리셋 또는 응답없음으로 비정상 접속 끊기 함
2022-11-24 17:14:46	모니터 끝
2022-11-24 17:26:46	리셋 또는 응답없음으로 비정상 접속 끊기 함
2022-11-24 17:26:48	GetDLPosition 호출 함
2022-11-24 17:26:48	GetDLSize 호출 함
2022-11-24 17:26:48	로컬 Connect 함
2022-11-24 17:26:51	모니터 시작
2022-11-24 18:52:22	리셋 또는 응답없음으로 비정상 접속 끊기 함
2022-11-24 18:52:22	모니터 끝
2022-11-24 18:52:25	GetDLPosition 호출 함
2022-11-24 18:52:25	GetDLSize 호출 함
2022-11-24 18:52:25	로컬 Connect 함
2022-11-24 18:52:29	모니터 시작
2022-11-24 19:07:58	모니터 끝
2022-11-24 19:08:00	로컬 Disconnect 함
2022-11-24 19:09:19	GetDLPosition 호출 함
2022-11-24 19:09:19	GetDLSize 호출 함
2022-11-24 19:09:19	로컬 Connect 함
2022-11-24 19:09:30	스톱 PLC 운전 모드 변경
2022-11-24 19:09:45	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2022-11-24 19:09:45	쓰기의 프로그램&파라미터 쓰기 함
2022-11-24 19:09:45	쓰기의 기본 또는 링크 파라미터 함
2022-11-24 19:09:45	모니터 시작
2022-11-24 19:09:45	런중수정 중 PLC CheckSum 비교함
2022-11-24 19:09:45	런 PLC 운전 모드 변경
2022-11-24 19:13:59	리셋 또는 응답없음으로 비정상 접속 끊기 함
2022-11-24 19:13:59	모니터 끝
