2023-05-05 10:22:17	로컬 Connect 함
2023-05-05 10:22:17	모니터 시작
2023-05-05 10:22:18	로컬 Disconnect 함
2023-05-05 10:26:15	로컬 Connect 함
2023-05-05 10:26:15	모니터 시작
2023-05-05 10:26:36	로컬 Disconnect 함
2023-05-05 10:54:35	로컬 Connect 함
2023-05-05 10:54:35	모니터 시작
2023-05-05 10:54:47	로컬 Disconnect 함
2023-05-05 10:54:47	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-05 11:31:16	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-05 11:32:20	로컬 Connect 함
2023-05-05 11:32:20	모니터 시작
2023-05-05 11:32:45	로컬 Disconnect 함
2023-05-05 11:32:45	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-05 12:20:24	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-08 17:33:59	GetDLPosition 호출 함
2023-05-08 17:34:00	GetDLSize 호출 함
2023-05-08 17:34:00	로컬 Connect 함
2023-05-08 17:34:07	스톱 PLC 운전 모드 변경
2023-05-08 17:34:18	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-08 17:34:18	쓰기의 프로그램&파라미터 쓰기 함
2023-05-08 17:34:18	쓰기의 기본 또는 링크 파라미터 함
2023-05-08 17:34:18	모니터 시작
2023-05-08 17:34:18	런중수정 중 PLC CheckSum 비교함
2023-05-08 17:34:19	런 PLC 운전 모드 변경
2023-05-08 17:35:50	모니터 끝
2023-05-08 17:35:50	로컬 Disconnect 함
2023-05-08 17:48:44	GetDLPosition 호출 함
2023-05-08 17:48:44	GetDLSize 호출 함
2023-05-08 17:48:44	로컬 Connect 함
2023-05-08 17:48:46	스톱 PLC 운전 모드 변경
2023-05-08 17:48:57	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-08 17:48:57	쓰기의 프로그램&파라미터 쓰기 함
2023-05-08 17:48:57	쓰기의 기본 또는 링크 파라미터 함
2023-05-08 17:48:57	모니터 시작
2023-05-08 17:48:57	런중수정 중 PLC CheckSum 비교함
2023-05-08 17:48:57	런 PLC 운전 모드 변경
2023-05-08 18:02:29	모니터 끝
2023-05-08 18:02:30	로컬 Disconnect 함
2023-05-08 18:22:40	GetDLPosition 호출 함
2023-05-08 18:22:40	GetDLSize 호출 함
2023-05-08 18:22:40	로컬 Connect 함
2023-05-08 18:22:43	모니터 시작
2023-05-08 18:22:43	런중수정 중 PLC CheckSum 비교함
2023-05-10 16:18:48	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-10 16:19:21	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-10 16:20:37	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-10 16:24:49	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-10 16:25:03	GetDLPosition 호출 함
2023-05-10 16:25:03	GetDLSize 호출 함
2023-05-10 16:25:03	로컬 Connect 함
2023-05-10 16:25:11	스톱 PLC 운전 모드 변경
2023-05-10 16:25:22	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-10 16:25:22	쓰기의 프로그램&파라미터 쓰기 함
2023-05-10 16:25:22	쓰기의 기본 또는 링크 파라미터 함
2023-05-10 16:25:23	모니터 시작
2023-05-10 16:25:23	런중수정 중 PLC CheckSum 비교함
2023-05-10 16:25:23	런 PLC 운전 모드 변경
2023-05-10 16:48:47	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-10 16:48:47	모니터 끝
2023-05-10 17:56:05	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-10 17:56:30	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-10 17:56:45	GetDLPosition 호출 함
2023-05-10 17:56:45	GetDLSize 호출 함
2023-05-10 17:56:45	로컬 Connect 함
2023-05-10 17:56:48	스톱 PLC 운전 모드 변경
2023-05-10 17:56:59	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-10 17:56:59	쓰기의 프로그램&파라미터 쓰기 함
2023-05-10 17:56:59	쓰기의 기본 또는 링크 파라미터 함
2023-05-10 17:56:59	모니터 시작
2023-05-10 17:56:59	런중수정 중 PLC CheckSum 비교함
2023-05-10 17:56:59	런 PLC 운전 모드 변경
2023-05-10 18:04:25	모니터 끝
2023-05-10 18:04:29	로컬 Disconnect 함
2023-05-10 18:04:43	로컬 Connect 함
2023-05-10 18:04:43	모니터 시작
2023-05-10 18:04:52	로컬 Disconnect 함
2023-05-15 09:31:18	로컬 Connect 함
2023-05-15 09:31:18	모니터 시작
2023-05-15 09:31:43	로컬 Disconnect 함
2023-05-15 09:32:27	로컬 Connect 함
2023-05-15 09:32:27	모니터 시작
2023-05-15 09:32:47	로컬 Disconnect 함
2023-05-15 14:09:12	GetDLPosition 호출 함
2023-05-15 14:09:12	GetDLSize 호출 함
2023-05-15 14:09:12	로컬 Connect 함
2023-05-15 14:09:19	런중수정 중 PLC CheckSum 비교함
2023-05-15 14:09:23	로컬 Disconnect 함
2023-05-17 05:42:43	로컬 Connect 함
2023-05-17 05:42:43	모니터 시작
2023-05-18 10:12:25	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-18 10:13:42	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-18 10:14:52	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-18 10:15:14	GetDLPosition 호출 함
2023-05-18 10:15:14	GetDLSize 호출 함
2023-05-18 10:15:14	로컬 Connect 함
2023-05-18 10:15:15	스톱 PLC 운전 모드 변경
2023-05-18 10:15:23	런중수정 중 PLC CheckSum 비교함
2023-05-18 10:15:24	로컬 Disconnect 함
2023-05-18 10:15:30	GetDLPosition 호출 함
2023-05-18 10:15:30	GetDLSize 호출 함
2023-05-18 10:15:31	로컬 Connect 함
2023-05-18 10:15:38	런중수정 중 PLC CheckSum 비교함
2023-05-18 10:15:39	로컬 Disconnect 함
2023-05-18 10:17:05	GetDLPosition 호출 함
2023-05-18 10:17:05	GetDLSize 호출 함
2023-05-18 10:17:06	로컬 Connect 함
2023-05-18 10:17:15	로컬 Disconnect 함
2023-05-18 10:17:16	GetDLPosition 호출 함
2023-05-18 10:17:16	GetDLSize 호출 함
2023-05-18 10:17:17	로컬 Connect 함
2023-05-18 10:17:28	로컬 Disconnect 함
2023-05-18 10:17:44	GetDLPosition 호출 함
2023-05-18 10:17:44	GetDLSize 호출 함
2023-05-18 10:17:45	로컬 Connect 함
2023-05-18 10:17:47	로컬 Disconnect 함
2023-05-18 10:19:52	GetDLPosition 호출 함
2023-05-18 10:19:52	GetDLSize 호출 함
2023-05-18 10:19:52	로컬 Connect 함
2023-05-18 10:20:00	스톱 PLC 운전 모드 변경
2023-05-18 10:20:12	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-18 10:20:12	쓰기의 프로그램&파라미터 쓰기 함
2023-05-18 10:20:12	쓰기의 기본 또는 링크 파라미터 함
2023-05-18 10:20:12	모니터 시작
2023-05-18 10:20:12	런중수정 중 PLC CheckSum 비교함
2023-05-18 10:20:12	런 PLC 운전 모드 변경
2023-05-18 10:48:06	모니터 끝
2023-05-18 10:48:10	로컬 Disconnect 함
2023-05-18 10:48:10	GetDLPosition 호출 함
2023-05-18 10:48:10	GetDLSize 호출 함
2023-05-18 10:48:10	로컬 Connect 함
2023-05-18 10:48:13	로컬 Disconnect 함
2023-05-18 11:12:52	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-27 07:33:31	GetDLPosition 호출 함
2023-05-27 07:33:31	GetDLSize 호출 함
2023-05-27 07:33:31	로컬 Connect 함
2023-05-27 07:33:50	스톱 PLC 운전 모드 변경
2023-05-27 07:34:01	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-27 07:34:01	쓰기의 프로그램&파라미터 쓰기 함
2023-05-27 07:34:01	쓰기의 기본 또는 링크 파라미터 함
2023-05-27 07:34:01	모니터 시작
2023-05-27 07:34:01	런중수정 중 PLC CheckSum 비교함
2023-05-27 07:34:01	런 PLC 운전 모드 변경
2023-05-27 07:34:11	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-27 07:34:11	모니터 끝
2023-05-27 15:00:10	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-27 15:00:36	GetDLPosition 호출 함
2023-05-27 15:00:36	GetDLSize 호출 함
2023-05-27 15:00:36	로컬 Connect 함
2023-05-27 15:00:37	스톱 PLC 운전 모드 변경
2023-05-27 15:00:48	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-27 15:00:48	쓰기의 프로그램&파라미터 쓰기 함
2023-05-27 15:00:48	쓰기의 기본 또는 링크 파라미터 함
2023-05-27 15:00:48	모니터 시작
2023-05-27 15:00:48	런중수정 중 PLC CheckSum 비교함
2023-05-27 15:00:48	런 PLC 운전 모드 변경
2023-05-27 17:40:06	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-27 17:40:06	모니터 끝
2023-05-28 07:51:20	리셋 또는 응답없음으로 비정상 접속 끊기 함
2023-05-28 07:52:49	GetDLPosition 호출 함
2023-05-28 07:52:49	GetDLSize 호출 함
