2023-05-27 18:09:14	GetDLPosition 호출 함
2023-05-27 18:09:14	GetDLSize 호출 함
2023-05-27 18:09:14	로컬 Connect 함
2023-05-27 18:09:26	스톱 PLC 운전 모드 변경
2023-05-27 18:09:34	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-27 18:09:34	쓰기의 프로그램&파라미터 쓰기 함
2023-05-27 18:09:34	쓰기의 기본 또는 링크 파라미터 함
2023-05-27 18:09:34	모니터 시작
2023-05-27 18:09:34	런중수정 중 PLC CheckSum 비교함
2023-05-27 18:09:34	런 PLC 운전 모드 변경
2023-05-27 18:10:37	모니터 끝
2023-05-27 18:10:38	로컬 Disconnect 함
2023-05-27 18:12:53	GetDLPosition 호출 함
2023-05-27 18:12:53	GetDLSize 호출 함
2023-05-27 18:12:53	로컬 Connect 함
2023-05-27 18:13:02	스톱 PLC 운전 모드 변경
2023-05-27 18:13:11	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-27 18:13:11	쓰기의 프로그램&파라미터 쓰기 함
2023-05-27 18:13:11	쓰기의 기본 또는 링크 파라미터 함
2023-05-27 18:13:11	모니터 시작
2023-05-27 18:13:11	런중수정 중 PLC CheckSum 비교함
2023-05-27 18:13:11	런 PLC 운전 모드 변경
2023-05-27 18:13:48	모니터 끝
2023-05-27 18:13:49	로컬 Disconnect 함
2023-05-27 18:14:34	GetDLPosition 호출 함
2023-05-27 18:14:34	GetDLSize 호출 함
2023-05-27 18:14:34	로컬 Connect 함
2023-05-27 18:14:43	스톱 PLC 운전 모드 변경
2023-05-27 18:14:52	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-27 18:14:52	쓰기의 프로그램&파라미터 쓰기 함
2023-05-27 18:14:52	쓰기의 기본 또는 링크 파라미터 함
2023-05-27 18:14:52	모니터 시작
2023-05-27 18:14:52	런중수정 중 PLC CheckSum 비교함
2023-05-27 18:14:52	런 PLC 운전 모드 변경
2023-05-27 18:16:27	모니터 끝
2023-05-27 18:16:28	로컬 Disconnect 함
2023-05-27 18:48:46	GetDLPosition 호출 함
2023-05-27 18:48:46	GetDLSize 호출 함
2023-05-27 18:48:46	로컬 Connect 함
2023-05-27 18:48:54	스톱 PLC 운전 모드 변경
2023-05-27 18:49:03	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-27 18:49:03	쓰기의 프로그램&파라미터 쓰기 함
2023-05-27 18:49:03	쓰기의 기본 또는 링크 파라미터 함
2023-05-27 18:49:03	모니터 시작
2023-05-27 18:49:03	런중수정 중 PLC CheckSum 비교함
2023-05-27 18:49:03	런 PLC 운전 모드 변경
2023-05-27 18:49:47	모니터 끝
2023-05-27 18:49:48	로컬 Disconnect 함
2023-05-27 19:01:55	GetDLPosition 호출 함
2023-05-27 19:01:55	GetDLSize 호출 함
2023-05-27 19:01:55	로컬 Connect 함
2023-05-27 19:02:05	스톱 PLC 운전 모드 변경
2023-05-27 19:02:14	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-27 19:02:14	쓰기의 프로그램&파라미터 쓰기 함
2023-05-27 19:02:14	쓰기의 기본 또는 링크 파라미터 함
2023-05-27 19:02:14	모니터 시작
2023-05-27 19:02:14	런중수정 중 PLC CheckSum 비교함
2023-05-27 19:02:14	런 PLC 운전 모드 변경
2023-05-27 19:02:54	모니터 끝
2023-05-27 19:02:55	로컬 Disconnect 함
2023-05-27 19:04:02	GetDLPosition 호출 함
2023-05-27 19:04:02	GetDLSize 호출 함
2023-05-27 19:04:02	로컬 Connect 함
2023-05-27 19:04:11	스톱 PLC 운전 모드 변경
2023-05-27 19:04:21	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-27 19:04:21	쓰기의 프로그램&파라미터 쓰기 함
2023-05-27 19:04:21	쓰기의 기본 또는 링크 파라미터 함
2023-05-27 19:04:21	모니터 시작
2023-05-27 19:04:21	런중수정 중 PLC CheckSum 비교함
2023-05-27 19:04:21	런 PLC 운전 모드 변경
2023-05-27 19:05:51	모니터 끝
2023-05-27 19:05:53	로컬 Disconnect 함
2023-05-27 19:07:13	GetDLPosition 호출 함
2023-05-27 19:07:13	GetDLSize 호출 함
2023-05-27 19:07:13	로컬 Connect 함
2023-05-27 19:07:23	스톱 PLC 운전 모드 변경
2023-05-27 19:07:32	쓰기의 프로그램&파라미터 쓰기에서 업로드 파일 쓰기 함
2023-05-27 19:07:32	쓰기의 프로그램&파라미터 쓰기 함
2023-05-27 19:07:32	쓰기의 기본 또는 링크 파라미터 함
2023-05-27 19:07:32	모니터 시작
2023-05-27 19:07:32	런중수정 중 PLC CheckSum 비교함
